parent,name,scientific,rank,image_url
Pterois,Pazifischer Rotfeuerfisch,Pterois volitans,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Pterois_volitans_Manado-e.jpg/120px-Pterois_volitans_Manado-e.jpg
Feuerfische,Strahlenfeuerfisch,Pteropterus radiatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Clearfin_lionfish_%28Pterois_radiata%29.JPG/120px-Clearfin_lionfish_%28Pterois_radiata%29.JPG
Barschartige,Knurrhähne,Triglidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Fish3884_-_Flickr_-_NOAA_Photo_Library.jpg/100px-Fish3884_-_Flickr_-_NOAA_Photo_Library.jpg
Knurrhähne,Gestreifter Knurrhahn,Trigloporus lastoviza,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Chelidonichthys_lastoviza2.jpg/100px-Chelidonichthys_lastoviza2.jpg
Knurrhähne,Roter Knurrhahn,Chelidonichthys lucerna,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Chelidonichthys_lucernus_1_Luc_viatour.jpg/120px-Chelidonichthys_lucernus_1_Luc_viatour.jpg
Barschartige,Synanceiidae,Synanceiidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Synanceia_nana.JPG/120px-Synanceia_nana.JPG
Synanceiidae,Roter Samtfisch,Gnathanacanthus goetzeei,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Gnathanacanthus_goetzeei_3.jpg/100px-Gnathanacanthus_goetzeei_3.jpg
Synanceiidae,Echter Steinfisch,Synanceia verrucosa,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/M.E._Blochii_Systema_ichthyologiae_iconibus_CX_illustratum_%281801%29_%2814766409395%29.jpg/120px-M.E._Blochii_Systema_ichthyologiae_iconibus_CX_illustratum_%281801%29_%2814766409395%29.jpg
Barschartige,Stichlinge,Gasterosteidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Gasterosteus_aculeatus.jpg/120px-Gasterosteus_aculeatus.jpg
Stichlinge,Dreistachliger Stichling,Gasterosteus aculeatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Dreistachliger_Stichling.jpg/100px-Dreistachliger_Stichling.jpg
Stichlinge,Neunstachliger Stichling,Pungitius pungitius,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Pungitius_pungitius.jpg/120px-Pungitius_pungitius.jpg
Stichlinge,Seestichling,Spinachia spinachia,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Spinachia_spinachia_01.jpg/100px-Spinachia_spinachia_01.jpg
Barschartige,Seewölfe,Anarhichadidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Anarrhichthys_ocellatus.jpg/120px-Anarrhichthys_ocellatus.jpg
Seewölfe,Anarhichas,Anarhichas,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Anarrhichthys_ocellatus.jpg/120px-Anarrhichthys_ocellatus.jpg
Anarhichas,Blauer Seewolf,Anarhichas denticulatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Seewolf.JPG/100px-Seewolf.JPG
Anarhichas,Gestreifter Seewolf,Anarhichas lupus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Akvariet_i_Bergen16.jpg/100px-Akvariet_i_Bergen16.jpg
Seewölfe,Pazifischer Seewolf,Anarrhichtys ocellatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Wolf_eel.png/100px-Wolf_eel.png
Barschartige,Panzergroppen,Algonidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Agonus_cataphractus.jpg/100px-Agonus_cataphractus.jpg
Panzergroppen,Steinpicker,Agonus cataphractus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Agonus_cataphractus.jpg/100px-Agonus_cataphractus.jpg
Barschartige,Groppen,Kottidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/CottusGobioSpreadingFins.JPG/120px-CottusGobioSpreadingFins.JPG
Groppen,Groppe,Kottus gobio,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/CottusGobioSpreadingFins.JPG/120px-CottusGobioSpreadingFins.JPG
Barschartige,Dickkopf-Groppen,Psychrolutidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Psychrolutes_phrictus_1.jpg/120px-Psychrolutes_phrictus_1.jpg
Dickkopf-Groppen,Blobfisch,Psychrolutes phrictus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Psychrolutes_phrictus_1.jpg/120px-Psychrolutes_phrictus_1.jpg
Barschartige,Seehasen,Cyclopteridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Cyclopterus_lumpus_2.JPG/100px-Cyclopterus_lumpus_2.JPG
Seehasen,Seehase,Cyclopterus lumpus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Hrognkelsi.jpg/120px-Hrognkelsi.jpg
Eupercaria,Himmelsguckerartige,Uranoscopiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Uranoscopus_scaber_Rab.JPG/120px-Uranoscopus_scaber_Rab.JPG
Himmelsguckerartige,Himmelsgucker (F),Uranoscopidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Northern_Stargazer.JPG/120px-Northern_Stargazer.JPG
Himmelsgucker (F),Nördlicher Elektrischer Sterngucker,Astroscopus guttatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Northern_Stargazer.JPG/120px-Northern_Stargazer.JPG
Himmelsgucker (F),Himmelsgucker,Uranoscopus scaber,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Northern_Stargazer.JPG/120px-Northern_Stargazer.JPG
Eupercaria,Lippfischartige,Labriformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hemigymnus_fasciatus.jpg/120px-Hemigymnus_fasciatus.jpg
Lippfischartige,Lippfische,Labridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Female_Thalassoma_pavo.JPG/100px-Female_Thalassoma_pavo.JPG
Lippfische,Napoleon-Lippfisch,Cheilinus undunatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Cheilinus_undulatus_by_Patryk_Krzyzak.jpg/120px-Cheilinus_undulatus_by_Patryk_Krzyzak.jpg
Lippfische,Harlekin-Lippfisch,Choerodon fasciatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Choerodon_fasciatus.jpg/100px-Choerodon_fasciatus.jpg
Lippfische,Masken-Papageifisch,Cetoscarus bicolor,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Spotted_parrotfishWB.jpg/120px-Spotted_parrotfishWB.jpg
Lippfische,Mitternachts-Papageifisch,Scarus coelestinus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Midnight-parrotfish.png/120px-Midnight-parrotfish.png
Eupercaria,Doktorfischartige,Acanthuriformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Ctenochaetus_tominiensis.jpg/100px-Ctenochaetus_tominiensis.jpg
Doktorfischartige,Kaiserfische,Pomacanthidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Blaukopf-Kaiserfisch_%28Pomacanthus_xantometopon%29_01.jpg/120px-Blaukopf-Kaiserfisch_%28Pomacanthus_xantometopon%29_01.jpg
Kaiserfische,Blaugelber Zwergkaiserfisch,Centropyge bicolor,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Centropyge_bicolor.jpg/100px-Centropyge_bicolor.jpg
Kaiserfische,Kalifornischer Engelfisch,Holocanthus passer,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Holacanthus_passer_1.jpg/120px-Holacanthus_passer_1.jpg
Kaiserfische,Imperator-Kaiserfisch,Pomacantus Imperator,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Emperor_Angelfish%2C_Western_form_-_Pomacanthus_imperator_1.jpg/100px-Emperor_Angelfish%2C_Western_form_-_Pomacanthus_imperator_1.jpg
Kaiserfische,Pfauen-Kaiserfisch,Pygoplites diacanthus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Angelfish_Nick_Hobgood.jpg/100px-Angelfish_Nick_Hobgood.jpg
Doktorfischartige,Falterfische,Faetodontidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Ornate_Butterflyfish.jpg/120px-Ornate_Butterflyfish.jpg
Falterfische,Kupferstreifen-Pinzettfisch,Chelmon rostratus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Chelmon_rostratus_Luc_Viatour.jpg/100px-Chelmon_rostratus_Luc_Viatour.jpg
Falterfische,Gelber Masken-Pinzettfisch,Forcipiger flavissimus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Longnose_Butterflyfish_-_Forcipiger_flavissimus.jpg/120px-Longnose_Butterflyfish_-_Forcipiger_flavissimus.jpg
Falterfische,Gelber Pyramidenfalterfisch,Hemitaurichtys Polyleptis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Hemitaurichthys_polylepis.jpg/100px-Hemitaurichthys_polylepis.jpg
Falterfische,Gemeiner Wimpelfisch,Heniochus acuminatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Pennant_coralfish_melb_aquarium_edit2.jpg/100px-Pennant_coralfish_melb_aquarium_edit2.jpg
Falterfische,Barbier-Falterfisch,Johnrandalla nigrirostris,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Johnrandallia_nigrirostris.jpg/120px-Johnrandallia_nigrirostris.jpg
Falterfische,Vieraugen-Falterfisch,Caetodon capistratus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Chaetodon_capistratus_-_Vieraugen-Falterfisch_154084156.jpg/120px-Chaetodon_capistratus_-_Vieraugen-Falterfisch_154084156.jpg
Doktorfischartige,Kaninchenfische,Siganidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Siganus_vulpinus_2.jpg/120px-Siganus_vulpinus_2.jpg
Kaninchenfische,Fuchsgesicht,Siganus vulpinus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Siganus_vulpinus_2.jpg/120px-Siganus_vulpinus_2.jpg
Doktorfischartige,Zanclidae,Zanclidae,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Zanclus_cornutus_1.jpg/100px-Zanclus_cornutus_1.jpg
Zanclidae,Halfterfisch,Zanclus cornutus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Zanclus_cornutus_1.jpg/100px-Zanclus_cornutus_1.jpg
Doktorfischartige,Doktorfische,Acanthuridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Acanthurussohal-ArabischerDoktor.jpg/120px-Acanthurussohal-ArabischerDoktor.jpg
Doktorfische,Echte Doktorfische,Acanthurus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Acanthurussohal-ArabischerDoktor.jpg/120px-Acanthurussohal-ArabischerDoktor.jpg
Echte Doktorfische,Achilles-Doktorfisch,Acanthurus achilles,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Acanthuridae_-_Acanthurus_achilles.JPG/120px-Acanthuridae_-_Acanthurus_achilles.JPG
Echte Doktorfische,Blauer Doktorfisch,Acanthurus coeruleus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Atlantic_blue_tang_surgeonfish_%28%22Acanthurus_coeruleus%22%29_-13092009a.jpg/120px-Atlantic_blue_tang_surgeonfish_%28%22Acanthurus_coeruleus%22%29_-13092009a.jpg
Echte Doktorfische,Augenstreifen-Doktorfisch,Acanthurus dussumieri,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Acanthurus_dussumieri.jpg/100px-Acanthurus_dussumieri.jpg
Echte Doktorfische,Japanischer Doktorfisch,Acanthurus japonicus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Acanthurus_japonicus.jpg/120px-Acanthurus_japonicus.jpg
Echte Doktorfische,Weisskehl-Doktorfisch,Acanthurus leucosternon,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Acanthurus_leucosternon_01.JPG/120px-Acanthurus_leucosternon_01.JPG
Echte Doktorfische,Blaustreifen-Doktorfisch,Acanthurus lineatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Striped_surgeonfish_%28Acanthurus_lineatus%29_%2846864395325%29.jpg/120px-Striped_surgeonfish_%28Acanthurus_lineatus%29_%2846864395325%29.jpg
Echte Doktorfische,Arabischer Doktorfisch,Acanthurus sohal,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/%D0%90%D1%80%D0%B0%D0%B2%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D1%80%D1%8B%D0%B1%D0%B0-%D1%85%D0%B8%D1%80%D1%83%D1%80%D0%B3._Acanthurus_sohal_DSCF5782WI.jpg/100px-%D0%90%D1%80%D0%B0%D0%B2%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D1%80%D1%8B%D0%B1%D0%B0-%D1%85%D0%B8%D1%80%D1%83%D1%80%D0%B3._Acanthurus_sohal_DSCF5782WI.jpg
Echte Doktorfische,Sträflings-Doktorfisch,Acanthurus triostegus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Acanthurus_triostegus_and_Labroides_phthirophagus.jpg/100px-Acanthurus_triostegus_and_Labroides_phthirophagus.jpg
Doktorfische,Borstenzahndoktorfische,Ctenochaetus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Ctenochaetus_strigosus_1.jpg/120px-Ctenochaetus_strigosus_1.jpg
Borstenzahndoktorfische,Goldring-Borstenzahndoktorfisch,Ctenochaetus strigosus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Ctenochaetus_strigosus_1.jpg/120px-Ctenochaetus_strigosus_1.jpg
Borstenzahndoktorfische,Hawaii-Borstenzahndoktorfisch,Ctenochaetus hawaiiensis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Ctenochaetus_hawaiiensis_-_Hawaii-Borstenzahndoktorfisch.jpg/120px-Ctenochaetus_hawaiiensis_-_Hawaii-Borstenzahndoktorfisch.jpg
Doktorfische,Paletten-Doktorfisch,Paracanthurus hepatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Paletten-Doktorfisch_M%C3%BCnster.JPG/120px-Paletten-Doktorfisch_M%C3%BCnster.JPG
Doktorfische,Segelflossendoktorfische,Zebrasoma,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Zebrasoma_flavescens.jpg/100px-Zebrasoma_flavescens.jpg
Segelflossendoktorfische,Gelber Segelflossendoktor,Zebrasoma flavescens,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Poissonchirurgienjaune_%28cropped%29.jpg/100px-Poissonchirurgienjaune_%28cropped%29.jpg
Segelflossendoktorfische,Weissdorn-Segelflossendoktor,Zebrasoma scopas,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Zebrasoma_scopas.jpg/120px-Zebrasoma_scopas.jpg
Doktorfische,Nasendoktorfische,Naso,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Nasendoktor.jpg/120px-Nasendoktor.jpg
Nasendoktorfische,Kurznasendoktorfisch,Naso unicornis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Naso_unicornis_051117.jpg/120px-Naso_unicornis_051117.jpg
Nasendoktorfische,Langnasen-Nasendoktorfisch,Naso brevirostris,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Naso_brevirostris_%26_Labroides_dimidiatus.jpg/120px-Naso_brevirostris_%26_Labroides_dimidiatus.jpg
Nasendoktorfische,Weissband-Nashornfisch,Naso annulatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Naso_annulatus2.JPG/120px-Naso_annulatus2.JPG
Doktorfische,Wolfsbarsche,Moronidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Dicentrarchus_labrax_%28Belgium%29.jpg/120px-Dicentrarchus_labrax_%28Belgium%29.jpg
Wolfsbarsche,Europäischer Wolfsbarsch,Dicentrarchus labrax,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Dicentrarchus_labrax01.jpg/120px-Dicentrarchus_labrax01.jpg
Eupercaria,Armflosser,Lophiiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Expl1855_%289734085633%29.jpg/120px-Expl1855_%289734085633%29.jpg
Armflosser,Seeteufel (F),Lophioidei,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Seeteufel.jpg/120px-Seeteufel.jpg
Seeteufel (F),Lophius,Lophius,Gattung,not_found
Lophius,Seeteufel,Lophius piscatorius,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Seeteufel.jpg/120px-Seeteufel.jpg
Lophius,Schwarzer Seeteufel,Lophius budegassa,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Lophius_budegassa.jpg/120px-Lophius_budegassa.jpg
Armflosser,Seefledermäuse,Ogcocephalidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Ogcocephalus_parvus.jpg/120px-Ogcocephalus_parvus.jpg
Seefledermäuse,Raurücken-Seefledermaus,Ogcocephalus parvus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/OgcocephalusParvus.jpg/120px-OgcocephalusParvus.jpg
Armflosser,Antennariidae,Antennariidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Antennarius_striatus_D.jpg/120px-Antennarius_striatus_D.jpg
Antennariidae,Antennarius,Antennarius,Gattung,not_found
Antennarius,Commersons Anglerfisch,Antennarius commerson,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Giant_Frogfish_%28Antennarius_commerson%29_%288460557595%29.jpg/120px-Giant_Frogfish_%28Antennarius_commerson%29_%288460557595%29.jpg
Antennarius,Warzen-Anglerfisch,Antennarius maculatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Antennarius_maculatus_%28Desjardins%2C_1840%29_2283129219.jpg/120px-Antennarius_maculatus_%28Desjardins%2C_1840%29_2283129219.jpg
Antennarius,Gemalter Anglerfisch,Antennarius pictus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Antennarius_pictus_2.JPG/120px-Antennarius_pictus_2.JPG
Antennariidae,Gestreifter Anglerfisch,Antennarius striatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Antennarius_striatus_%288492976355%29.jpg/120px-Antennarius_striatus_%288492976355%29.jpg
Antennariidae,Sargassofisch,Histrio histrio,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Antennariidae_Histrio_histrio_1.jpg/120px-Antennariidae_Histrio_histrio_1.jpg
Armflosser,Rhycheridae,Rhycheridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Tassled_Angler_Fish.jpg/120px-Tassled_Angler_Fish.jpg
Rhycheridae,Quasten-Anglerfisch,Rhycherus filamentosus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Tassled_Angler_Fish.jpg/120px-Tassled_Angler_Fish.jpg
Armflosser,Histiophrynidae,Histiophrynidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Psychedelic_frogfish_08Am7A1b.jpg/120px-Psychedelic_frogfish_08Am7A1b.jpg
Histiophrynidae,Psychedelischer Anglerfisch,Histiophryne psychedelica,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Psychedelic_frogfish_08Am7A1b.jpg/120px-Psychedelic_frogfish_08Am7A1b.jpg
Armflosser,Fächerflosser,Caulophrynidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Caulophryne_pelagica.jpg/120px-Caulophryne_pelagica.jpg
Fächerflosser,Caulophryne jordani,Caulophryne jordani,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/C_jordani.JPG/120px-C_jordani.JPG
Armflosser,Himantolophidae,Himantolophidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Himantolophus_groenlandicus_by_OpenCage.jpg/120px-Himantolophus_groenlandicus_by_OpenCage.jpg
Himantolophidae,Peitschenangler,Himantolophus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Himantolophus_groenlandicus_by_OpenCage.jpg/120px-Himantolophus_groenlandicus_by_OpenCage.jpg
Armflosser,Schwarzangler,Melanocetidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Humpback_anglerfish.png/120px-Humpback_anglerfish.png
Schwarzangler,Buckliger Anglerfisch,Melanocetus johnsonii,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Humpback_anglerfish.png/120px-Humpback_anglerfish.png
Armflosser,Thaumatichthyidae,Thaumatichthyidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/L_amphirhamphus.jpg/120px-L_amphirhamphus.jpg
Thaumatichthyidae,Lasiognathus amphirhamphus,Lasiognathus amphirhamphus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/L_amphirhamphus.jpg/120px-L_amphirhamphus.jpg
Eupercaria,Kugelfischartige,Tetraodontiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Tetraodontiformes.jpg/120px-Tetraodontiformes.jpg
Kugelfischartige,Drückerfische,Balistidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Picasso.triggerfish.arp.jpg/120px-Picasso.triggerfish.arp.jpg
Drückerfische,Orangenstreifen-Drückerfisch,Balistapus undulatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Balistapus_undulatus.jpg/120px-Balistapus_undulatus.jpg
Drückerfische,Riesen-Drückerfisch,Balistoides viridescens,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Balistoides_viridescens.jpg/120px-Balistoides_viridescens.jpg
Drückerfische,Witwen-Drückerfisch,Melichthys vidua,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Melichthys_vidua.jpg/120px-Melichthys_vidua.jpg
Drückerfische,Picasso-Drückerfisch,Rhinecanthus aculeatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Picasso.triggerfish.arp.jpg/120px-Picasso.triggerfish.arp.jpg
Drückerfische,Sargasso-Drückerfisch,Xanthichthys ringens,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Sargassum_triggerfish_Xanthichthys_ringens.jpg/120px-Sargassum_triggerfish_Xanthichthys_ringens.jpg
Kugelfischartige,Feilenfische,Monacanthidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Cantherhines_macrocerus_juvenil.jpg/120px-Cantherhines_macrocerus_juvenil.jpg
Feilenfische,Schrift-Feilenfisch,Aluterus scriptus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/31-EastTimor-Early-Dive_Tasi-Tolu_19_%28Scribbled_Filefish%29-APiazza.JPG/120px-31-EastTimor-Early-Dive_Tasi-Tolu_19_%28Scribbled_Filefish%29-APiazza.JPG
Feilenfische,Schmuckfeilenfisch,Chaetodermis penicilligerus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Chaetodermis_penicilligerus.405_-_Aquarium_Finisterrae.jpg/120px-Chaetodermis_penicilligerus.405_-_Aquarium_Finisterrae.jpg
Feilenfische,Kleiner Feilenfisch,Rudarius minutus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Rudarius_minutus.jpg/120px-Rudarius_minutus.jpg
Kugelfischartige,Schmuck-Kofferfische,Aracanidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Aracana_ornata.jpg/120px-Aracana_ornata.jpg
Schmuck-Kofferfische,Schmuck-Kofferfisch,Aracana ornata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Aracana_ornata.jpg/120px-Aracana_ornata.jpg
Kugelfischartige,Kofferfische,Ostraciidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Smooth_Trunkfish_Lactophrys_Triqueter_%28252728203%29.jpeg/120px-Smooth_Trunkfish_Lactophrys_Triqueter_%28252728203%29.jpeg
Kofferfische,Horn-Kofferfisch,Acanthostracion quadricornis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Seattle_Aquarium_060_-_Tropical_Pacific_-_Cowfish_%2816222249147%29.jpg/120px-Seattle_Aquarium_060_-_Tropical_Pacific_-_Cowfish_%2816222249147%29.jpg
