parent,name,scientific,rank,image_url
Feldtauben,Hohltaube,Columba oenas,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/ColumbaOenas.jpg/100px-ColumbaOenas.jpg
Feldtauben,Ringeltaube,Columba palumbus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Columba_palumbus_1_%28Marek_Szczepanek%29.jpg/100px-Columba_palumbus_1_%28Marek_Szczepanek%29.jpg
Feldtauben,Felsentaube,Columba livia,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Feral_pigeons_on_cliffs_at_Hunstanton%2C_Norfolk.jpg/100px-Feral_pigeons_on_cliffs_at_Hunstanton%2C_Norfolk.jpg
Felsentaube,Stadttaube,Columba livia domesticus,Unterart,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Columba_livia_LC0199.jpg/100px-Columba_livia_LC0199.jpg
Tauben,Turteltauben,Streptopelia,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Collared_Dove.jpg/100px-Collared_Dove.jpg
Turteltauben,Türkentaube,Streptopelia decaocto,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/T%C3%BCrkentaube_im_Flug_beim_Nestbau.jpg/100px-T%C3%BCrkentaube_im_Flug_beim_Nestbau.jpg
Turteltauben,Turteltaube,Streptopelia turtur,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/European_Turtle_Dove_%28Streptopelia_turtur%29.jpg/100px-European_Turtle_Dove_%28Streptopelia_turtur%29.jpg
Tauben,Dodo,Raphu cucullatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/ExtinctDodoBird.jpeg/100px-ExtinctDodoBird.jpeg
Neoaves,Elementaves,Elementaves,ohne Rang,not_found
Elementaves,Kranichvögel,Gruiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flickr_-_Rainbirder_-_Sandhill_Crane_%28Grus_canadensis%29_pair_in_the_rain.jpg/100px-Flickr_-_Rainbirder_-_Sandhill_Crane_%28Grus_canadensis%29_pair_in_the_rain.jpg
Kranichvögel,Kraniche,Gruidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Grey_Crowned_Crane_spotted_at_Kakuzi_in_Murang%27a_by_Odhiambo.jpg/100px-Grey_Crowned_Crane_spotted_at_Kakuzi_in_Murang%27a_by_Odhiambo.jpg
Kraniche,Kranich,Grus grus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Common_crane_grus_grus.jpg/100px-Common_crane_grus_grus.jpg
Kraniche,Kronenkraniche,Balearica,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Balearica_regulorum_1_Luc_Viatour.jpg/120px-Balearica_regulorum_1_Luc_Viatour.jpg
Kronenkraniche,Kronenkranich,Balearica pavonina,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Black_crowned_crane.jpg/100px-Black_crowned_crane.jpg
Kronenkraniche,Südafrika-Kronenkranich,Balearica regulorum,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/S%C3%BCdafrika-Kronenkranich_8425.jpg/120px-S%C3%BCdafrika-Kronenkranich_8425.jpg
Kranichvögel,Rallen,Rallidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Gallinula_galeata_at_Squaw_Creek_NWR.jpg/100px-Gallinula_galeata_at_Squaw_Creek_NWR.jpg
Rallen,Teichhuhn,Gallinula chloropus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Common-Moorhen.jpg/100px-Common-Moorhen.jpg
Rallen,Blässhuhn,Fulica atra,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Fulica_atra_on_ice.jpg/100px-Fulica_atra_on_ice.jpg
Rallen,Purpurhuhn,Porphyrio porphyrio,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Purpurhuhn.jpg/100px-Purpurhuhn.jpg
Rallen,Tüpfelsumpfhuhn,Porzana porzana,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Porzana_porzana_3_%28Marek_Szczepanek%29.jpg/100px-Porzana_porzana_3_%28Marek_Szczepanek%29.jpg
Rallen,Wachtelkönig,Crex crex,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Corncrake_%28Crex_crex%29.jpg/100px-Corncrake_%28Crex_crex%29.jpg
Rallen,Wasserralle,Rallus aquaticus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Water_rail_2022_04_30_01.jpg/100px-Water_rail_2022_04_30_01.jpg
Elementaves,Regenpfeiferartige,Charadriiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Kampfl%C3%A4ufer_2007-06-08_118.jpg/100px-Kampfl%C3%A4ufer_2007-06-08_118.jpg
Regenpfeiferartige,Möwenverwandte,Laridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Black-headed_Gull_-_St_James%27s_Park%2C_London_-_Nov_2006.jpg/100px-Black-headed_Gull_-_St_James%27s_Park%2C_London_-_Nov_2006.jpg
Möwenverwandte,Möwen,Larinae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Larus_portrait.jpg/100px-Larus_portrait.jpg
Möwen,Lachmöwe,Chroicocephalus ridibundus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Lachm%C3%B6we_Chroicocephalus_ridibundus.jpg/100px-Lachm%C3%B6we_Chroicocephalus_ridibundus.jpg
Möwen,Sturmmöwe,Larus canus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Larus_canus_Common_Gull_in_Norway.jpg/100px-Larus_canus_Common_Gull_in_Norway.jpg
Möwen,Schwarzkopfmöwe,Ichthyaetus melanocephalus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Larus_melanocephalus_aka_Mediterranean_Gull_rare_guest_in_Sweden2.jpg/100px-Larus_melanocephalus_aka_Mediterranean_Gull_rare_guest_in_Sweden2.jpg
Möwen,Mittelmeermöwe,Larus michahellis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Mittelmeerm%C3%B6we.JPG/100px-Mittelmeerm%C3%B6we.JPG
Möwen,Steppenmöwe,Larus cachinnans,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Larus_cachinnans_3_%28Marek_Szczepanek%29.jpg/100px-Larus_cachinnans_3_%28Marek_Szczepanek%29.jpg
Möwen,Silbermöwe,Larus argentatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Larus_argentatus_1.JPG/100px-Larus_argentatus_1.JPG
Möwen,Mantelmöwe,Larus marinus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/L_marinus_cropped.jpg/100px-L_marinus_cropped.jpg
Möwen,Heringsmöwe,Larus fuscus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Larus_fuscus_%28Marek_Szczepanek%29.jpg/100px-Larus_fuscus_%28Marek_Szczepanek%29.jpg
Möwenverwandte,Seeschwalben,Sterninae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Kuestenseeschwalben.jpg/100px-Kuestenseeschwalben.jpg
Seeschwalben,Trauerseeschwalbe,Chlidonias niger,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Chlidonias_niger.jpg/100px-Chlidonias_niger.jpg
Seeschwalben,Lachseeschwalbe,Gelochelidon nilotica,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Gull-billed_Tern_%28Gelochelidon_nilotica%29_Gilgit-Baltistan%2C_Pakistan.jpg/100px-Gull-billed_Tern_%28Gelochelidon_nilotica%29_Gilgit-Baltistan%2C_Pakistan.jpg
Regenpfeiferartige,Schnepfenvögel,Scolopacidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Gallinago_gallinago_1_%28Marek_Szczepanek%29.jpg/100px-Gallinago_gallinago_1_%28Marek_Szczepanek%29.jpg
Schnepfenvögel,Bekassine,Gallinago gallinago,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Gallinago_gallinago_a1.JPG/100px-Gallinago_gallinago_a1.JPG
Schnepfenvögel,Uferschnepfe,Limosa limosa,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Black-tailed_Godwit_Uferschnepfe.jpg/100px-Black-tailed_Godwit_Uferschnepfe.jpg
Schnepfenvögel,Waldschnepfe,Scolopax rusticola,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Scolopax_rusticola.jpg/100px-Scolopax_rusticola.jpg
Regenpfeiferartige,Regenpfeifer,Charadriidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Charadrius_alexandrinus_%28Kentish_Plover%29%2C_Port_d%27Alc%C3%BAdia%2C_Mallorca.jpg/100px-Charadrius_alexandrinus_%28Kentish_Plover%29%2C_Port_d%27Alc%C3%BAdia%2C_Mallorca.jpg
Regenpfeifer,Kiebitz,Vanellus vanellus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Northern-Lapwing-Vanellus-vanellus_crop.jpg/100px-Northern-Lapwing-Vanellus-vanellus_crop.jpg
Regenpfeifer,Flussregenpfeifer,Charadrius dubius,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Flussregenpfeifer_Little_ringed_plover.jpg/100px-Flussregenpfeifer_Little_ringed_plover.jpg
Regenpfeiferartige,Pluvianidae,Pluvianidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Pluvianus_aegyptius_3_Luc_Viatour.jpg/100px-Pluvianus_aegyptius_3_Luc_Viatour.jpg
Pluvianidae,Krokodilwächter,Pluvianus aegyptius,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Pluvianus_aegyptius_3_Luc_Viatour.jpg/100px-Pluvianus_aegyptius_3_Luc_Viatour.jpg
Regenpfeiferartige,Alkenvögel,Alcidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Puffin2.jpg/100px-Puffin2.jpg
Alkenvögel,Lunde,Fratercula,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Puffin002.jpg/100px-Puffin002.jpg
Lunde,Papageitaucher,Fratercula arctica,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Atlantic_Puffin.jpg/100px-Atlantic_Puffin.jpg
Alkenvögel,Lummen,Uria,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/ThickbilledMurre23.jpg/100px-ThickbilledMurre23.jpg
Lummen,Trotellumme,Uria aalge,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Guillemots_on_Bear_Island_Svalbard_Arctic_%2819659642914%29.jpg/100px-Guillemots_on_Bear_Island_Svalbard_Arctic_%2819659642914%29.jpg
Lummen,Dickschnabellumme,Uria lomvia,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Thick-billed_Murres_in_Alaska_refuge.jpg/100px-Thick-billed_Murres_in_Alaska_refuge.jpg
Neoaves,Aequornithes,Aequornithes,ohne Rang,not_found
Aequornithes,Ciconiiformes,Ciconiiformes,Ordnung,not_found
Ciconiiformes,Störche,Ciconiidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Black-necked_Stork_%2849654361688%29.jpg/100px-Black-necked_Stork_%2849654361688%29.jpg
Störche,Eigentliche Störche,Ciconia,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Black_Stork_%28Ciconia_nigra%29%2C_Skala_Kallonis%2C_Lesvos%2C_Greece%2C_11.04.2015_%2816730567553%29.jpg/100px-Black_Stork_%28Ciconia_nigra%29%2C_Skala_Kallonis%2C_Lesvos%2C_Greece%2C_11.04.2015_%2816730567553%29.jpg
Eigentliche Störche,Weissstorch,Ciconia ciconia,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Ciconia_ciconia_%28aka%29.jpg/100px-Ciconia_ciconia_%28aka%29.jpg
Eigentliche Störche,Schwarzstorch,Ciconia nigra,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ciconia_nigra_on_Lesbos_Greece.jpg/100px-Ciconia_nigra_on_Lesbos_Greece.jpg
Störche,Marabu,Leptoptilos crumeniferus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Marabou_Stork_%28Leptoptilos_crumeniferus%29.jpg/100px-Marabou_Stork_%28Leptoptilos_crumeniferus%29.jpg
Störche,Nimmersatt,Mycteria ibis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Mycteria_ibis.jpg/100px-Mycteria_ibis.jpg
Aequornithes,Suliformes,Suliformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Brown_Booby_LEI_jan08.JPG/100px-Brown_Booby_LEI_jan08.JPG
Suliformes,Tölpel,Sulidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Brown_booby.jpg/100px-Brown_booby.jpg
Tölpel,Basstölpel,Morus bassanus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Morus_bassanus_adu.jpg/100px-Morus_bassanus_adu.jpg
Tölpel,Blaufusstölpel,Sula nebouxii,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Piquero_patiazul_%28Sula_nebouxii%29%2C_isla_Lobos%2C_islas_Gal%C3%A1pagos%2C_Ecuador%2C_2015-07-25%2C_DD_60.JPG/100px-Piquero_patiazul_%28Sula_nebouxii%29%2C_isla_Lobos%2C_islas_Gal%C3%A1pagos%2C_Ecuador%2C_2015-07-25%2C_DD_60.JPG
Suliformes,Fregattvögel,Fregatidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Fregata_magnificens1.jpg/100px-Fregata_magnificens1.jpg
Fregattvögel,Prachfregattvogel,Fregata magnificens,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Fregata_magnificens1.jpg/100px-Fregata_magnificens1.jpg
Suliformes,Kormorane,Phalacrocoracidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Phalacrocorax-auritus-007.jpg/100px-Phalacrocorax-auritus-007.jpg
Kormorane,Kormoran,Phalacrocorax carbo,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Phalacrocorax_carbo_Vic.jpg/100px-Phalacrocorax_carbo_Vic.jpg
Kormorane,Krähenscharbe,Gulosus aristotelis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Shag_Phalacrocorax_aristotelis.jpg/100px-Shag_Phalacrocorax_aristotelis.jpg
Suliformes,Schlangenhalsvögel,Anhingidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Oriental_Darter_%28106032413%29.jpg/100px-Oriental_Darter_%28106032413%29.jpg
Schlangenhalsvögel,Amerika Schlangenhalsvogel,Anhinga anhinga,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Anhinga_crop.jpg/100px-Anhinga_crop.jpg
Aequornithes,Pelikanverwandte,Pelecaniformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Whitepelican_edit_shadowlift_edit.jpg/100px-Whitepelican_edit_shadowlift_edit.jpg
Pelikanverwandte,Ibisse und Löffler,Threskiornithidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Threskiornis_spinicollis_-_Centenary_Lakes_crop.jpg/100px-Threskiornis_spinicollis_-_Centenary_Lakes_crop.jpg
Ibisse und Löffler,Waldrapp,Geronticus eremita,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Hermit_Ibis_in_Vienna_Zoo_on_2013-05-14.png/100px-Hermit_Ibis_in_Vienna_Zoo_on_2013-05-14.png
Ibisse und Löffler,Löffler (G),Platalea,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Eurasian_Spoonbill.jpg/100px-Eurasian_Spoonbill.jpg
Löffler (G),Rosalöffler,Platalea ajaja,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Bird_%2826154953033%29_%28cropped%29.jpg/100px-Bird_%2826154953033%29_%28cropped%29.jpg
Löffler (G),Löffler,Platalea leucorodia,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Eurasian_Spoonbill.jpg/100px-Eurasian_Spoonbill.jpg
Ibisse und Löffler,Brauner Sichler,Plegadis falcinellus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Plegadis_falcinellus_Syracuse.jpg/100px-Plegadis_falcinellus_Syracuse.jpg
Ibisse und Löffler,Pharaonenibis,Threskiornis aethiopicus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Sacred_ibis.jpg/100px-Sacred_ibis.jpg
Pelikanverwandte,Reiher,Ardeidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Ardeidae-01.jpg/100px-Ardeidae-01.jpg
Reiher,Graureiher,Ardea cinerea,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Grey_Heron%2C_Ardea_cinerea%2C_at_Pilanesberg_National_Park%2C_Northwest_Province%2C_South_Africa_%2828569532395%29.jpg/100px-Grey_Heron%2C_Ardea_cinerea%2C_at_Pilanesberg_National_Park%2C_Northwest_Province%2C_South_Africa_%2828569532395%29.jpg
Reiher,Zwergdommel,Ixobrychus minutus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Zwergdommel.jpg/100px-Zwergdommel.jpg
Reiher,Rohrdommel,Botaurus stellaris,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Botaurus_stellaris_%28Marek_Szczepanek%29.jpg/100px-Botaurus_stellaris_%28Marek_Szczepanek%29.jpg
Pelikanverwandte,Schuhschnäbel,Balaenicipitidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Balaeniceps_rex_qtl2.jpg/100px-Balaeniceps_rex_qtl2.jpg
Schuhschnäbel,Schuhschnabel,Balaeniceps rex,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Balaeniceps_rex_qtl2.jpg/100px-Balaeniceps_rex_qtl2.jpg
Pelikanverwandte,Pelikane (G),Pelecanidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Brown-Pelican-Ponce-Inlet-FL.jpg/100px-Brown-Pelican-Ponce-Inlet-FL.jpg
Pelikane (G),Pelikane,Pelecanus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Brown-Pelican-Ponce-Inlet-FL.jpg/100px-Brown-Pelican-Ponce-Inlet-FL.jpg
Pelikane,Krauskopfpelikan,Pelecanus crispus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Krauskopfpelikan_Daehlhoelzli_22_Pelecanus_crispus.JPG/100px-Krauskopfpelikan_Daehlhoelzli_22_Pelecanus_crispus.JPG
Pelikane,Braunpelikan,Pelecanus occidentalis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Pelecanus_occidentalis_at_Bodega_Head.jpg/100px-Pelecanus_occidentalis_at_Bodega_Head.jpg
Pelikane,Rosapelikan,Pelecanus onocrotalus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Pelecanus_onocrotalus_-Lake_Nakuru%2C_Kenya-8.jpg/100px-Pelecanus_onocrotalus_-Lake_Nakuru%2C_Kenya-8.jpg
Pelikane,Nashornpelikan,Pelecanus erythrorhynchos,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Pelecanus_erythrorhynchos_at_Las_Gallinas_Wildlife_Ponds.jpg/100px-Pelecanus_erythrorhynchos_at_Las_Gallinas_Wildlife_Ponds.jpg
Aequornithes,Pinguine (O),Sphenisciformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Falkland_Islands_Penguins_36.jpg/100px-Falkland_Islands_Penguins_36.jpg
Pinguine (O),Pinguine,Spheniscidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Falkland_Islands_Penguins_36.jpg/100px-Falkland_Islands_Penguins_36.jpg
Pinguine,Grosspinguine,Aptenodytes,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Edi2.jpg/100px-Edi2.jpg
Grosspinguine,Königspinguin,Aptenodytes patagonicus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Falkland_Islands_Penguins_62.jpg/100px-Falkland_Islands_Penguins_62.jpg
Grosspinguine,Kaiserpinguin,Aptenodytes forsteri,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Aptenodytes_forsteri_-Snow_Hill_Island%2C_Antarctica_-adults_and_juvenile-8.jpg/100px-Aptenodytes_forsteri_-Snow_Hill_Island%2C_Antarctica_-adults_and_juvenile-8.jpg
Pinguine,Langschwanzpinguine,Pygoscelis,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Pygoscelis_papua.jpg/100px-Pygoscelis_papua.jpg
Langschwanzpinguine,Eselspinguin,Pygoscelis papua,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Ajax_Bay_Gentoo_Penguins_15.jpg/100px-Ajax_Bay_Gentoo_Penguins_15.jpg
Pinguine,Schopfpinguine,Eudyptes,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Macaroni_Penguins_%28js%29.jpg/100px-Macaroni_Penguins_%28js%29.jpg
Schopfpinguine,Tristanpinguin,Eudyptes moseleyi,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Eudyptes_moseleyi_-Zoologischer_Garten_Berlin%2C_Germany-8a.jpg/100px-Eudyptes_moseleyi_-Zoologischer_Garten_Berlin%2C_Germany-8a.jpg
Pinguine,Brillenpinguine,Spheniscus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Brillenpinguine3_suedafrika_06.12.2004.JPG/100px-Brillenpinguine3_suedafrika_06.12.2004.JPG
Brillenpinguine,Brillenpinguin,Spheniscus demersus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Ping%C3%BCino_de_El_Cabo_%28Spheniscus_demersus%29%2C_Playa_de_Boulders%2C_Simon%27s_Town%2C_Sud%C3%A1frica%2C_2018-07-23%2C_DD_11.jpg/100px-Ping%C3%BCino_de_El_Cabo_%28Spheniscus_demersus%29%2C_Playa_de_Boulders%2C_Simon%27s_Town%2C_Sud%C3%A1frica%2C_2018-07-23%2C_DD_11.jpg
Brillenpinguine,Galápagos-Pinguin,Spheniscus mendiculus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Galapagos_penguin_%28Spheniscus_mendiculus%29_-Isabela2.jpg/100px-Galapagos_penguin_%28Spheniscus_mendiculus%29_-Isabela2.jpg
Aequornithes,Röhrennasen,Procellariiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Kappensturmtaucher.jpg/100px-Kappensturmtaucher.jpg
Röhrennasen,Albatrosse,Diomedeidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Laysan_Albatross_in_Aleutians_by_USFWS.jpg/100px-Laysan_Albatross_in_Aleutians_by_USFWS.jpg
Albatrosse,Wanderalbatross,Diomedea exulans,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Diomedea_exulans_-_SE_Tasmania.jpg/100px-Diomedea_exulans_-_SE_Tasmania.jpg
Albatrosse,Galapagosalbatross,Phoebastria irrorata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Waved_albatross_courtship.jpg/100px-Waved_albatross_courtship.jpg
Aequornithes,Seglervögel,Apodiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Tachymarptis_melba_in_flight.jpg/100px-Tachymarptis_melba_in_flight.jpg
Seglervögel,Segler,Apodidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/White-throated_Needletail_09.jpg/100px-White-throated_Needletail_09.jpg
Segler,Mauersegler,Apus apus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Apus_apus_flock_flying_1.jpg/100px-Apus_apus_flock_flying_1.jpg
Segler,Alpensegler,Tachymarptis melba,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Tachymarptis_melba_in_flight.jpg/100px-Tachymarptis_melba_in_flight.jpg
Seglervögel,Kolibris,Trochilidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Archilochus-alexandri-002-edit.jpg/100px-Archilochus-alexandri-002-edit.jpg
Neoaves,Telluraves,Telluraves,ohne Rang,not_found
Telluraves,Greifvögel,Accipitriformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Greifender_Fischadler.JPG/100px-Greifender_Fischadler.JPG
Greifvögel,Habichtartige,Accipitridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Milvus_milvus_R%28ThKraft%29.jpg/100px-Milvus_milvus_R%28ThKraft%29.jpg
Habichtartige,Aquilinae,Aquilinae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/African_crowned_eagle_%28Stephanoaetus_coronatus%29_immature.jpg/100px-African_crowned_eagle_%28Stephanoaetus_coronatus%29_immature.jpg
Aquilinae,Echte Adler,Aquila,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Aquila_chrysaetos_large_drawing.jpg/100px-Aquila_chrysaetos_large_drawing.jpg
Echte Adler,Steinadler,Aquila chrysaetos,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/015_Wild_Golden_Eagle_in_flight_at_Pfyn-Finges_%28Switzerland%29_Photo_by_Giles_Laurent.jpg/100px-015_Wild_Golden_Eagle_in_flight_at_Pfyn-Finges_%28Switzerland%29_Photo_by_Giles_Laurent.jpg
Habichtartige,Bussardartige,Buteoninae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Buteo_buteo_4_%28Marek_Szczepanek%29.jpg/100px-Buteo_buteo_4_%28Marek_Szczepanek%29.jpg
Bussardartige,Seeadler (G),Haliaeetus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Haliaeetus_leucocephalus2.jpg/100px-Haliaeetus_leucocephalus2.jpg
Seeadler (G),Weisskopfseeadler,Haliaeetus leucocephalus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/2010-bald-eagle-kodiak.jpg/100px-2010-bald-eagle-kodiak.jpg
Seeadler (G),Seeadler,Haliaeetus albicilla,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/White-tailed-eagle.jpg/100px-White-tailed-eagle.jpg
Bussardartige,Milane,Milvus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Milvus_milvus_R%28ThKraft%29.jpg/100px-Milvus_milvus_R%28ThKraft%29.jpg
Milane,Rotmilan,Milvus milvus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Milvus_milvus_R%28ThKraft%29.jpg/100px-Milvus_milvus_R%28ThKraft%29.jpg
Milane,Schwarzmilan,Milvus migrans,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Black_Kite_I2_IMG_0992.jpg/100px-Black_Kite_I2_IMG_0992.jpg
Bussardartige,Bussarde,Buteo,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Buteo_buteo_5_%28Marek_Szczepanek%29.jpg/100px-Buteo_buteo_5_%28Marek_Szczepanek%29.jpg
